title,price,phoneContact,companyName,location,imageLink
Luxury Finished 7 Bedrooms Fully Detached Duplex With 2 Rooms Bq,"₦450,000,000","""08034480045""",Houselink Ltd,"Efab Metropolis Estate, Gwarinpa, Abuja",https://images.nigeriapropertycentre.com/properties/images/thumbs/1841352/064c3d2108880d-luxury-finished-6-bedroom-fully-detached-duplex-with-2-rooms-bq-detached-duplexes-for-sale-gwarinpa-abuja.jpeg
Royal 2 Bedroom Maisonette,"₦200,000,000","""08082163583""",Joe Etoniru And Associates,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299324/0666739cf71eb6-royal-2-bedroom-maisonette-for-sale-lekki-phase-1-lekki-lagos.jpg
Exquisitely Finished Luxury 5 Bedroom Fully Detached Home With A Boy',"₦550,000,000","""08036250108""",Dijaprimeproperties,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299227/066672fbad3bcb-exquisitely-finished-luxury-5-bedroom-fully-detached-home-with-a-boy-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
"Luxury Built 5 Bedrooms Automated Home With Pool, Cinema","₦550,000,000","""08083233032""",Nevickhills Limited,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299223/066672ebc4d6eb-luxury-built-5-bedroom-automated-home-with-pool-cinema-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
Pretty Decent 4 Bed Fully-detached Duplex + A Pool,"₦230,000,000","""08036250108""",Dijaprimeproperties,"Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299024/066670e5f47483-pretty-decent-4-bed-fully-detached-duplex-a-pool-detached-duplexes-for-sale-ajah-lagos.jpg
Contemporary Built 5 Bedroom Detached House With Pool,"₦240,000,000","""08083233032""",Nevickhills Limited,"In A Service Estate, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299016/066670e8a5d4be-contemporary-built-5-bedroom-detached-house-with-pool-detached-duplexes-for-sale-ajah-lagos.jpg
Magnificent Luxury 4bedroom Fully Detached And Finished Duplex +bq,"₦160,000,000","""+2347046474687""",Detrust Realty,"Ogba, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298940/0666707022f6ac-magnificent-luxury-4bedroom-fully-detached-and-finished-duplex-bq-detached-duplexes-for-sale-ogba-ikeja-lagos.jpg
Newly Built And Luxury Finished 4 Bedroom Duplex With Boys Quarter,"₦125,000,000","""08083233032""",Nevickhills Limited,"In A Service Estate, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298871/06666fd0b4dfef-newly-built-and-luxury-finished-4-bedroom-duplex-with-boys-quarter-detached-duplexes-for-sale-ajah-lagos.jpg
Captivating 5 Bedrooms Detached Duplex With Swimming Pool,"₦400,000,000","""+2348177766115""",Bluehedge Realtors,"Chevron Tollgate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2223455/0662a6e54d53fb-5-bedroom-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpg
Lovely 4 Bedroom Semi-detached House With Gate House And Bq,"₦130,000,000","""+2348177766115""",Bluehedge Realtors,"Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2224732/0662b7be143bda-4-bed-semi-detached-duplexes-for-sale-ajah-lagos.jpg
Contemporary Built And Luxury Finished 5 Bedroom Fully Detached Duplex,"₦170,000,000","""08083233032""",Nevickhills Limited,"In A Service Estate, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298731/06666eca9b5115-contemporary-built-and-luxury-finished-5-bedroom-fully-detached-duplex-detached-duplexes-for-sale-ajah-lagos.jpg
Elegant 5 Bedroom Detached Duplex With Swimming Pool,"₦450,000,000","""+2348177766115""",Bluehedge Realtors,"By Vgc, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2260639/066474aa629b11-5-bedroom-detached-duplex-with-swimming-pool-detached-duplexes-for-sale-lekki-lagos.jpg
4 Bedroom Luxury Built And Exquisitely Finished Duplex,"₦145,000,000","""08083233032""",Nevickhills Limited,"In A Service Estate, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298668/06666ea0eb1e6c-4-bedroom-luxury-built-and-exquisitely-finished-duplex-semi-detached-duplexes-for-sale-ajah-lagos.jpg
Partially Furnished 4 Bedroom Detached House At Ajah,"₦130,000,000","""08036250108""",Dijaprimeproperties,"Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298530/06666dbc753179-partially-furnished-4-bedroom-detached-house-at-ajah-for-sale-ajah-lagos.jpg
Luxury Built And Exquisitely Finished 4 Bedroom Detached Duplex With B,"₦130,000,000","""08083233032""",Nevickhills Limited,"Thomas Estate, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2298506/06666d254ef2fc-luxury-built-and-exquisitely-finished-4-bedroom-detached-duplex-with-b-detached-duplexes-for-sale-ajah-lagos.jpg
Brand New 3 Bedrooms Terraced Duplex With Self Compound,"₦75,000,000","""+2348177766115""",Bluehedge Realtors,"Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1796472/0649eef72af518-brand-new-3-bedroom-terrace-duplex-with-self-compound-terraced-duplexes-for-sale-ajah-lagos.jpg
Brand New 4 Bedroom Semi-detached Duplex With Bq,"₦110,000,000","""08162593706""",Proxuna Realty,"By Chevron Tollgate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2266504/0664c79392a2bf-4-bedroom-semi-detached-duplexes-for-sale-lekki-lagos.jpg
"Brand New, Strategically Located 5 Bedrooms Detached Duplex","₦200,000,000","""+2348177766115""",Bluehedge Realtors,"Megamound Estate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1483110/0633d5f449e58e-5-bedroom-detached-duplex-detached-duplexes-for-sale-ikota-lekki-lagos.jpg
Brand New 5 Bedrooms Detached Duplex With 1 Room Bq,"₦1,000,000,000","""08082163583""",Joe Etoniru And Associates,"2nd Avenue, Old Ikoyi, Ikoyi, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2248447/0663dfbe08e829-brand-new-5-bedroom-detached-duplex-with-1-room-bq-detached-duplexes-for-sale-old-ikoyi-ikoyi-lagos.jpg
Four Bedroom Semi Detached Duplex,"₦85,000,000","""08082163583""",Joe Etoniru And Associates,"Ikota, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2253097/0664214d8ded8f-four-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-ikota-lekki-lagos.jpg
Four Bedroom Detached Duplex,"₦160,000,000","""08082163583""",Joe Etoniru And Associates,"Orchid Road, Lafiaji, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2279269/066570a95602a1-four-bedroom-detached-duplex-detached-duplexes-for-sale-lafiaji-lekki-lagos.jpg
Luxury And Furnished 4 Bedroom Home.,"₦330,000,000","""08135339459""",Everything Property Ltd,"2nd Avenue, Gwarinpa, Abuja",https://images.nigeriapropertycentre.com/properties/images/thumbs/2068017/0659e507694bac-luxury-and-furnished-4bedroom-home-semi-detached-duplexes-for-sale-gwarinpa-abuja.jpeg
4 Bedroom Semi Fully Detached House,"₦190,000,000","""08082163583""",Joe Etoniru And Associates,"Osapa, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2281483/066587895cda27-4bedroom-semi-fully-detached-house-for-sale-osapa-lekki-lagos.jpg
4 Bedrooms Maisonette With Bq,"₦200,000,000","""08082163583""",Joe Etoniru And Associates,"Ikate Elegushi, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2290364/06660361b1721b-4-bedroom-maisonette-for-sale-ikate-elegushi-lekki-lagos.jpg
5 Bedroom Luxury Built Duplex With A Room Boys Quarter,"₦205,000,000","""08083233032""",Nevickhills Limited,"Megamound Estate Lekki County Homes, Lekki Phase 2, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2206575/0661d1b0ec7866-5-bedroom-luxury-built-duplex-with-a-room-boys-quarter-detached-duplexes-for-sale-lekki-phase-2-lekki-lagos.jpg
Newly Built And Luxury Finished 4 Bedroom Maisonnette With A Room Boys,"₦320,000,000","""08083233032""",Nevickhills Limited,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2290505/0666045c7802f2-newly-built-and-luxury-finished-4-bedroom-maisonnette-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
A Stellar Urban Sanctuary That Will Enthrall And Revitalize,"₦85,000,000","""07056358281""",Adut Homes,"Located In A Secured Estate At Ologolo, Lekki Phase 2, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299498/066675999b7148-a-stellar-urban-sanctuary-that-will-enthrall-and-revitalize-block-of-flats-for-sale-lekki-phase-2-lekki-lagos.jpg
Decently Finished 4 Bedroom Semi Detached Duplex With Bq,"₦80,000,000","""07088739045""",Edgeline Properties Limited,"Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299493/06667599db4107-decently-finished-4-bedroom-semi-detached-duplex-with-bq-semi-detached-duplexes-for-sale-ajah-lagos.jpg
"Lavishly Finished 5bedrooms Detached House* On 4 Floors, Strategically","₦2,200,000,000","""07058143991""",Realtor,"Old Ikoyi, Ikoyi, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299489/066675857dc562-lavishly-finished-5bedrooms-detached-house-on-4-floors-strategically-detached-duplexes-for-sale-ikoyi-lagos.jpg
Beautifully Built 4 Bedroom Fully Detached Duplex With Bq,"₦180,000,000","""07088739045""",Edgeline Properties Limited,"Ogba, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299488/06667581dd96c2-beautifully-built-4-bedroom-fully-detached-duplex-with-bq-detached-duplexes-for-sale-ogba-ikeja-lagos.jpg
An Exquisite Urban Sanctuary That Will Fascinate And Rejuvenate,"₦980,000,000","""07056358281""",Adut Homes,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299485/066675711eaa85-an-exquisite-urban-sanctuary-that-will-fascinate-and-rejuvenate-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
A Marvelous Urban Refuge That Will Enchant And Energize,"₦600,000,000","""07056358281""",Adut Homes,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299482/06667568174267-a-marvelous-urban-refuge-that-will-enchant-and-energize-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
A Phenomenal Urban Hideaway That Will Entrance And Spark,"₦600,000,000","""07056358281""",Adut Homes,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299479/066675611e257b-a-phenomenal-urban-hideaway-that-will-entrance-and-spark-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
A Luxurious Urban Oasis That Will Mesmerize And Invigorate,"₦55,000,000","""07056358281""",Adut Homes,"Located In A Secured Estate At Ikota, Lekki Phase 2, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299478/066675590cbeca-a-luxurious-urban-oasis-that-will-mesmerize-and-invigorate-terraced-duplexes-for-sale-lekki-phase-2-lekki-lagos.jpg
An Elite City Haven That Will Fascinate And Revitalize,"₦900,000,000","""07056358281""",Adut Homes,"Banana Island, Ikoyi, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299476/066675521c507a-an-elite-city-haven-that-will-fascinate-and-revitalize-terraced-duplexes-for-sale-banana-island-ikoyi-lagos.jpg
A Top-tier Urban Sanctuary That Will Delight And Invigorate,"₦280,000,000","""07056358281""",Adut Homes,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299473/0666754a3b1413-a-top-tier-urban-sanctuary-that-will-delight-and-invigorate-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
A Premier Metropolitan Escape That Will Enchant And Energize,"$3,000,000 
approx. ₦4,505,609,832","""07056358281""",Adut Homes,"Banana Island, Ikoyi, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299471/06667540b48013-a-premier-metropolitan-escape-that-will-enchant-and-energize-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpg
4 Bedroom Terrace With Bq,"₦130,000,000","""08150797686""",Eminent Cornerstone Ltd,"Ikate Elegushi, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2105653/065bfb3220542e-4-bedroom-terrace-with-bq-terraced-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg
An Exceptional Urban Getaway That Will Enthrall And Inspire,"₦120,000,000","""07056358281""",Adut Homes,"Located In A Secured Estate At Orchid, Lekki Phase 2, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299467/066675395da7dc-an-exceptional-urban-getaway-that-will-enthrall-and-inspire-semi-detached-duplexes-for-sale-lekki-phase-2-lekki-lagos.jpg
Beautifully Built 4 Bedroom Terrace Duplex With Bq,"₦210,000,000","""07088739045""",Edgeline Properties Limited,"Yaba, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299462/06667526f6b06b-beautifully-built-4-bedroom-terrace-duplex-with-bq-terraced-duplexes-for-sale-yaba-lagos.jpg
Lovely Self Serviced 3 Bedroom Terrace Duplex In A Secured Estate,"₦55,000,000","""07019474196""",Starlike Properties,"Ikota, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299457/0666751660bf6d-lovely-self-serviced-3bedroom-terrace-duplex-in-a-secured-estate-terraced-duplexes-for-sale-ikota-lekki-lagos.jpeg
"5 Bedrooms Duplex, Fully Detached","₦610,000,000","""08064628489""",Tos.consolidated.ltd,"Osapa, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1997061/0655336a8d7883-5-bedrooms-duplex-fully-detached-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg
Luxury And Furnished 4 Bedroom Home.,"₦330,000,000","""08135339459""",Everything Property Ltd,"2nd Avenue, Gwarinpa, Abuja",https://images.nigeriapropertycentre.com/properties/images/thumbs/2068017/0659e507694bac-luxury-and-furnished-4bedroom-home-semi-detached-duplexes-for-sale-gwarinpa-abuja.jpeg
Newly Built 4 Bedrooms Detached Duplex With Bq,"₦155,000,000","""08064628489""",Tos.consolidated.ltd,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2167337/065f8dca66894b-newly-built-4bedrooms-detached-duplex-with-bq-at-orchid-lekki-detached-duplexes-for-sale-lekki-lagos.jpeg
Newly Built 5 Bedroom Duplex With Bq,"₦450,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 1, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2201716/066180a2e30b2b-newly-built-5bedroom-duplex-with-bq-at-omole-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg
Luxurious 4 Bedrooms Fully Detached With Bq,"₦230,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 2, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2201727/066180bf186e59-luxurious-4bedrooms-fully-detached-with-bq-at-omole-2-detached-duplexes-for-sale-omole-phase-2-ikeja-lagos.jpeg
Newly Built Luxurious 5 Bedrooms Detached Duplex,"₦360,000,000","""08064628489""",Tos.consolidated.ltd,"Lekki County, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2227702/0662e51afb4caa-luxurious-5bedroom-duplex-newly-built-detach-duplex-at-lekki-county-detached-duplexes-for-sale-lekki-lagos.jpeg
Newly Built 4 Bedrooms Terrace Duplex With Bq,"₦180,000,000","""08064628489""",Tos.consolidated.ltd,"Gra, Ogba, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1871328/064dea96801d91-newly-built-4bedrooms-terrace-duplex-with-bq-terraced-duplexes-for-sale-ogba-ikeja-lagos.jpeg
Newly Built 5 Bedroom Duplex With Bq,"₦300,000,000","""08064628489""",Tos.consolidated.ltd,"GRA Phase 2, Magodo, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1884230/064e9c045b285b-newly-built-5bedroom-duplex-with-bq-at-magodo-shagisha-detached-duplexes-for-sale-gra-phase-1-magodo-lagos.jpeg
Newly Built 4 Bedrooms Duplex With Bq,"₦450,000,000","""08064628489""",Tos.consolidated.ltd,"Ikeja GRA, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1924559/06661f50bf15e1-newly-built-4-bedrooms-duplex-with-bq-semi-detached-duplexes-for-sale-gra-ikeja-lagos.jpeg
